subNum	 version	 completed	 trialNo	 easySide	 targPresent	key	 targSide	 RT	 accuracy	 var	 con
2	 T	2	1	 x	1	 l	 left	2.619	1	1.7	 full
2	 T	2	2	 x	1	 l	 left	1.571	1	6	 full
2	 T	2	3	 x	1	 l	 right	1.521	1	6	 full
2	 T	2	4	 L	1	 l	 left	1.431	1	 x	 half
2	 T	2	5	 L	1	 r	 right	1.651	0	 x	 half
2	 T	2	6	 x	0	 r	 x	1.681	1	6	 full
2	 T	2	7	 L	0	 r	 x	3.391	1	 x	 half
2	 T	2	8	 x	0	 r	 x	2.831	1	1.7	 full
2	 T	2	9	 x	1	 l	 right	1.619	1	6	 full
2	 T	2	10	 x	1	 l	 right	1.891	1	1.7	 full
2	 T	2	11	 L	1	 l	 right	2.081	1	 x	 half
2	 T	2	12	 x	1	 l	 left	1.872	1	1.7	 full
2	 T	2	13	 x	0	 r	 x	1.6	1	6	 full
2	 T	2	14	 x	1	 l	 left	1.451	1	6	 full
2	 T	2	15	 x	1	 l	 left	1.461	1	6	 full
2	 T	2	16	 R	1	 l	 right	1.462	1	 x	 half
2	 T	2	17	 x	0	 r	 x	2.322	1	1.7	 full
2	 T	2	18	 x	0	 r	 x	2.588	1	1.7	 full
2	 T	2	19	 x	1	 l	 left	1.427	1	6	 full
2	 T	2	20	 R	0	 r	 x	2.593	1	 x	 half
2	 T	2	21	 x	0	 r	 x	2.576	1	1.7	 full
2	 T	2	22	 x	1	 l	 left	1.488	1	6	 full
2	 T	2	23	 x	0	 r	 x	2.671	1	1.7	 full
2	 T	2	24	 R	0	 r	 x	2.392	1	 x	 half
2	 T	2	25	 x	0	 l	 x	1.611	0	6	 full
2	 T	2	26	 x	1	 l	 right	2.782	1	1.7	 full
2	 T	2	27	 x	1	 l	 left	1.53	1	6	 full
2	 T	2	28	 x	0	 r	 x	3.431	1	1.7	 full
2	 T	2	29	 x	1	 l	 right	1.591	1	6	 full
2	 T	2	30	 x	0	 r	 x	1.632	1	6	 full
2	 T	2	31	 L	1	 l	 right	2.57	1	 x	 half
2	 T	2	32	 x	0	 r	 x	1.541	1	6	 full
2	 T	2	33	 x	0	 r	 x	2.521	1	1.7	 full
2	 T	2	34	 R	0	 r	 x	2.721	1	 x	 half
2	 T	2	35	 L	1	 l	 left	1.511	1	 x	 half
2	 T	2	36	 R	0	 r	 x	2.914	1	 x	 half
2	 T	2	37	 x	1	 l	 left	1.641	1	6	 full
2	 T	2	38	 x	1	 l	 left	1.481	1	6	 full
2	 T	2	39	 x	0	 r	 x	1.711	1	6	 full
2	 T	2	40	 L	0	 r	 x	3.116	1	 x	 half
2	 T	2	41	 x	0	 r	 x	1.541	1	6	 full
2	 T	2	42	 x	1	 l	 right	1.552	1	6	 full
2	 T	2	43	 x	1	 l	 right	2.403	1	1.7	 full
2	 T	2	44	 R	1	 l	 right	1.551	1	 x	 half
2	 T	2	45	 x	1	 l	 left	1.712	1	1.7	 full
2	 T	2	46	 L	1	 l	 left	1.524	1	 x	 half
2	 T	2	47	 L	1	 r	 right	3.046	0	 x	 half
2	 T	2	48	 L	1	 l	 left	1.472	1	 x	 half
2	 T	2	49	 L	1	 l	 right	1.572	1	 x	 half
2	 T	2	50	 L	0	 r	 x	2.711	1	 x	 half
2	 T	2	51	 x	1	 l	 right	1.688	1	1.7	 full
2	 T	2	52	 R	1	 l	 left	1.921	1	 x	 half
2	 T	2	53	 x	1	 l	 right	1.612	1	1.7	 full
2	 T	2	54	 x	1	 l	 left	1.611	1	1.7	 full
2	 T	2	55	 R	0	 r	 x	1.786	1	 x	 half
2	 T	2	56	 L	0	 r	 x	2.521	1	 x	 half
2	 T	2	57	 x	1	 l	 left	1.514	1	6	 full
2	 T	2	58	 x	0	 r	 x	1.722	1	1.7	 full
2	 T	2	59	 x	0	 r	 x	2.502	1	1.7	 full
2	 T	2	60	 R	1	 l	 right	1.49	1	 x	 half
2	 T	2	61	 x	0	 r	 x	1.601	1	1.7	 full
2	 T	2	62	 L	1	 l	 left	1.56	1	 x	 half
2	 T	2	63	 x	0	 r	 x	1.541	1	6	 full
2	 T	2	64	 R	1	 l	 right	1.531	1	 x	 half
2	 T	2	65	 x	0	 r	 x	1.563	1	6	 full
2	 T	2	66	 x	1	 l	 right	1.692	1	6	 full
2	 T	2	67	 R	0	 r	 x	1.512	1	 x	 half
2	 T	2	68	 R	0	 r	 x	1.882	1	 x	 half
2	 T	2	69	 x	0	 r	 x	2.712	1	1.7	 full
2	 T	2	70	 x	1	 l	 left	1.583	1	1.7	 full
2	 T	2	71	 x	0	 r	 x	1.542	1	6	 full
2	 T	2	72	 x	0	 r	 x	1.592	1	1.7	 full
2	 T	2	73	 x	1	 l	 left	2.792	1	1.7	 full
2	 T	2	74	 x	0	 r	 x	1.649	1	6	 full
2	 T	2	75	 R	1	 r	 left	2.73	0	 x	 half
2	 T	2	76	 x	0	 r	 x	2.761	1	1.7	 full
2	 T	2	77	 x	0	 r	 x	2.747	1	1.7	 full
2	 T	2	78	 x	0	 r	 x	1.462	1	6	 full
2	 T	2	79	 x	0	 r	 x	1.542	1	1.7	 full
2	 T	2	80	 R	1	 l	 right	1.522	1	 x	 half
2	 T	2	81	 x	0	 r	 x	1.493	1	6	 full
2	 T	2	82	 R	0	 r	 x	2.632	1	 x	 half
2	 T	2	83	 L	0	 r	 x	2.892	1	 x	 half
2	 T	2	84	 x	1	 l	 right	1.541	1	6	 full
2	 T	2	85	 R	1	 l	 right	1.534	1	 x	 half
2	 T	2	86	 L	1	 l	 left	1.492	1	 x	 half
2	 T	2	87	 x	1	 l	 right	1.471	1	6	 full
2	 T	2	88	 x	0	 r	 x	1.642	1	6	 full
2	 T	2	89	 x	0	 r	 x	1.531	1	6	 full
2	 T	2	90	 x	0	 r	 x	3.052	1	1.7	 full
2	 T	2	91	 L	1	 l	 left	1.563	1	 x	 half
2	 T	2	92	 x	1	 l	 right	1.701	1	1.7	 full
2	 T	2	93	 L	0	 r	 x	1.581	1	 x	 half
2	 T	2	94	 x	1	 l	 right	1.587	1	6	 full
2	 T	2	95	 R	0	 r	 x	3.073	1	 x	 half
2	 T	2	96	 x	1	 l	 right	1.562	1	6	 full
2	 T	2	97	 x	0	 r	 x	1.522	1	6	 full
2	 T	2	98	 x	0	 r	 x	1.501	1	6	 full
2	 T	2	99	 L	1	 l	 right	1.821	1	 x	 half
2	 T	2	100	 x	0	 r	 x	1.781	1	1.7	 full
2	 T	2	101	 x	0	 r	 x	1.5	1	6	 full
2	 T	2	102	 x	0	 r	 x	2.592	1	1.7	 full
2	 T	2	103	 R	0	 r	 x	2.772	1	 x	 half
2	 T	2	104	 L	1	 l	 left	1.769	1	 x	 half
2	 T	2	105	 x	0	 r	 x	2.788	1	1.7	 full
2	 T	2	106	 x	1	 l	 right	1.521	1	6	 full
2	 T	2	107	 x	1	 l	 right	1.823	1	1.7	 full
2	 T	2	108	 x	1	 l	 left	1.662	1	1.7	 full
2	 T	2	109	 R	1	 l	 right	1.582	1	 x	 half
2	 T	2	110	 L	1	 l	 right	2.281	1	 x	 half
2	 T	2	111	 x	1	 l	 left	1.541	1	1.7	 full
2	 T	2	112	 x	1	 l	 left	1.801	1	1.7	 full
2	 T	2	113	 L	0	 r	 x	2.337	1	 x	 half
2	 T	2	114	 x	1	 l	 left	1.505	1	6	 full
2	 T	2	115	 x	0	 r	 x	1.721	1	6	 full
2	 T	2	116	 x	1	 l	 right	1.89	1	1.7	 full
2	 T	2	117	 x	0	 r	 x	1.522	1	6	 full
2	 T	2	118	 R	1	 l	 right	1.561	1	 x	 half
2	 T	2	119	 R	1	 r	 left	2.611	0	 x	 half
2	 T	2	120	 L	1	 l	 left	1.673	1	 x	 half
2	 T	2	121	 x	0	 r	 x	2.942	1	1.7	 full
2	 T	2	122	 L	0	 r	 x	1.703	1	 x	 half
2	 T	2	123	 x	0	 r	 x	1.642	1	6	 full
2	 T	2	124	 x	1	 l	 right	1.58	1	6	 full
2	 T	2	125	 x	0	 r	 x	1.511	1	6	 full
2	 T	2	126	 x	1	 l	 left	1.731	1	1.7	 full
2	 T	2	127	 x	1	 l	 right	1.671	1	1.7	 full
2	 T	2	128	 L	0	 r	 x	1.611	1	 x	 half
2	 T	2	129	 x	0	 r	 x	2.711	1	1.7	 full
2	 T	2	130	 R	0	 r	 x	1.571	1	 x	 half
2	 T	2	131	 x	0	 r	 x	2.655	1	1.7	 full
2	 T	2	132	 x	0	 r	 x	1.612	1	6	 full
2	 T	2	133	 R	1	 l	 right	1.571	1	 x	 half
2	 T	2	134	 x	1	 l	 right	1.753	1	1.7	 full
2	 T	2	135	 L	0	 r	 x	1.542	1	 x	 half
2	 T	2	136	 x	1	 l	 right	1.771	1	1.7	 full
2	 T	2	137	 x	1	 l	 right	2.621	1	1.7	 full
2	 T	2	138	 x	0	 r	 x	1.511	1	6	 full
2	 T	2	139	 x	0	 r	 x	1.532	1	6	 full
2	 T	2	140	 x	1	 l	 right	1.711	1	1.7	 full
2	 T	2	141	 R	0	 r	 x	1.62	1	 x	 half
2	 T	2	142	 x	1	 l	 right	1.501	1	6	 full
2	 T	2	143	 L	0	 r	 x	2.451	1	 x	 half
2	 T	2	144	 x	1	 l	 right	2.51	1	1.7	 full
2	 T	2	145	 x	0	 r	 x	2.652	1	1.7	 full
2	 T	2	146	 x	1	 l	 left	1.514	1	6	 full
2	 T	2	147	 x	0	 r	 x	2.75	1	1.7	 full
2	 T	2	148	 R	1	 l	 right	1.528	1	 x	 half
2	 T	2	149	 x	0	 r	 x	2.443	1	1.7	 full
2	 T	2	150	 x	1	 l	 left	1.724	1	1.7	 full
2	 T	2	151	 x	0	 r	 x	1.512	1	6	 full
2	 T	2	152	 L	0	 r	 x	1.561	1	 x	 half
2	 T	2	153	 R	1	 l	 left	1.991	1	 x	 half
2	 T	2	154	 x	0	 r	 x	2.531	1	1.7	 full
2	 T	2	155	 x	1	 l	 right	1.59	1	6	 full
2	 T	2	156	 x	1	 l	 right	1.641	1	1.7	 full
2	 T	2	157	 x	1	 l	 left	1.46	1	6	 full
2	 T	2	158	 x	0	 r	 x	1.541	1	6	 full
2	 T	2	159	 x	1	 l	 right	1.582	1	6	 full
2	 T	2	160	 x	1	 l	 right	1.616	1	6	 full
2	 T	2	161	 x	0	 r	 x	1.513	1	6	 full
2	 T	2	162	 R	0	 r	 x	2.322	1	 x	 half
2	 T	2	163	 R	1	 l	 left	1.506	1	 x	 half
2	 T	2	164	 x	1	 l	 left	1.7	1	1.7	 full
2	 T	2	165	 x	0	 r	 x	2.413	1	1.7	 full
2	 T	2	166	 x	1	 l	 right	2.409	1	1.7	 full
2	 T	2	167	 x	1	 l	 right	1.771	1	1.7	 full
2	 T	2	168	 L	0	 r	 x	2.712	1	 x	 half
2	 T	2	169	 L	1	 l	 left	1.517	1	 x	 half
2	 T	2	170	 x	1	 l	 right	1.581	1	6	 full
2	 T	2	171	 R	0	 r	 x	2.461	1	 x	 half
2	 T	2	172	 x	1	 l	 right	1.53	1	6	 full
2	 T	2	173	 x	0	 r	 x	1.542	1	6	 full
2	 T	2	174	 x	1	 l	 left	1.512	1	1.7	 full
2	 T	2	175	 x	0	 r	 x	2.262	1	1.7	 full
2	 T	2	176	 x	0	 r	 x	2.322	1	1.7	 full
2	 T	2	177	 L	0	 r	 x	1.56	1	 x	 half
2	 T	2	178	 x	0	 r	 x	1.563	1	1.7	 full
2	 T	2	179	 R	0	 r	 x	2.292	1	 x	 half
2	 T	2	180	 x	1	 l	 left	1.593	1	6	 full
2	 T	2	181	 x	0	 r	 x	2.521	1	1.7	 full
2	 T	2	182	 x	1	 l	 right	1.531	1	6	 full
2	 T	2	183	 x	0	 r	 x	1.511	1	6	 full
2	 T	2	184	 x	1	 l	 left	2.022	1	1.7	 full
2	 T	2	185	 x	1	 l	 right	1.581	1	1.7	 full
2	 T	2	186	 x	0	 r	 x	1.552	1	6	 full
2	 T	2	187	 L	0	 r	 x	1.531	1	 x	 half
2	 T	2	188	 x	0	 r	 x	1.53	1	6	 full
2	 T	2	189	 x	1	 l	 left	1.912	1	1.7	 full
2	 T	2	190	 x	1	 l	 left	1.829	1	1.7	 full
2	 T	2	191	 x	0	 r	 x	2.612	1	1.7	 full
2	 T	2	192	 x	0	 r	 x	1.491	1	6	 full
2	 T	2	193	 L	0	 r	 x	1.581	1	 x	 half
2	 T	2	194	 R	1	 l	 left	2.111	1	 x	 half
2	 T	2	195	 x	0	 r	 x	3.121	1	1.7	 full
2	 T	2	196	 L	0	 r	 x	2.389	1	 x	 half
2	 T	2	197	 x	0	 r	 x	2.922	1	1.7	 full
2	 T	2	198	 x	1	 l	 left	1.632	1	1.7	 full
2	 T	2	199	 x	1	 l	 right	1.801	1	1.7	 full
2	 T	2	200	 x	0	 r	 x	2.611	1	1.7	 full
2	 T	2	201	 L	0	 r	 x	1.561	1	 x	 half
2	 T	2	202	 x	1	 l	 left	1.65	1	1.7	 full
2	 T	2	203	 x	0	 r	 x	1.533	1	6	 full
2	 T	2	204	 x	0	 r	 x	2.25	1	1.7	 full
2	 T	2	205	 x	1	 l	 right	1.873	1	6	 full
2	 T	2	206	 L	0	 r	 x	2.471	1	 x	 half
2	 T	2	207	 R	0	 r	 x	2.543	1	 x	 half
2	 T	2	208	 x	0	 r	 x	2.85	1	1.7	 full
2	 T	2	209	 x	1	 l	 left	1.82	1	6	 full
2	 T	2	210	 L	1	 l	 left	1.571	1	 x	 half
2	 T	2	211	 L	1	 r	 right	2.571	0	 x	 half
2	 T	2	212	 L	1	 l	 left	1.911	1	 x	 half
2	 T	2	213	 x	0	 r	 x	2.581	1	1.7	 full
2	 T	2	214	 x	1	 l	 left	1.661	1	6	 full
2	 T	2	215	 x	0	 r	 x	2.73	1	1.7	 full
2	 T	2	216	 L	1	 l	 left	1.508	1	 x	 half
2	 T	2	217	 x	1	 l	 left	1.504	1	6	 full
2	 T	2	218	 x	1	 l	 left	2.53	1	1.7	 full
2	 T	2	219	 x	1	 l	 left	1.551	1	6	 full
2	 T	2	220	 x	1	 l	 left	1.51	1	6	 full
2	 T	2	221	 x	0	 r	 x	1.582	1	6	 full
2	 T	2	222	 x	0	 r	 x	2.58	1	1.7	 full
2	 T	2	223	 x	1	 l	 right	1.651	1	1.7	 full
2	 T	2	224	 L	0	 r	 x	3.023	1	 x	 half
2	 T	2	225	 R	0	 r	 x	2.952	1	 x	 half
2	 T	2	226	 R	1	 l	 right	1.651	1	 x	 half
2	 T	2	227	 x	0	 r	 x	1.661	1	6	 full
2	 T	2	228	 R	0	 r	 x	2.635	1	 x	 half
2	 T	2	229	 R	0	 r	 x	1.534	1	 x	 half
2	 T	2	230	 x	0	 r	 x	1.643	1	6	 full
2	 T	2	231	 x	0	 r	 x	1.581	1	6	 full
2	 T	2	232	 L	1	 l	 left	1.611	1	 x	 half
2	 T	2	233	 x	1	 l	 right	1.562	1	6	 full
2	 T	2	234	 L	0	 r	 x	2.443	1	 x	 half
2	 T	2	235	 x	1	 l	 left	1.701	1	1.7	 full
2	 T	2	236	 x	1	 l	 left	1.55	1	6	 full
2	 T	2	237	 L	1	 l	 right	1.781	1	 x	 half
2	 T	2	238	 x	1	 l	 left	1.611	1	6	 full
2	 T	2	239	 x	0	 r	 x	1.741	1	6	 full
2	 T	2	240	 x	0	 r	 x	1.462	1	6	 full
2	 N	1	1	 x	1	 l	 right	2.04	1	6	 full
2	 N	1	2	 x	0	 r	 x	4.462	1	1.7	 full
2	 N	1	3	 x	1	 l	 left	1.741	1	6	 full
2	 N	1	4	 x	1	 l	 left	3.323	1	1.7	 full
2	 N	1	5	 L	1	 l	 left	1.632	1	 x	 half
2	 N	1	6	 L	1	 l	 left	1.631	1	 x	 half
2	 N	1	7	 L	0	 r	 x	4.162	1	 x	 half
2	 N	1	8	 L	0	 r	 x	3.897	1	 x	 half
2	 N	1	9	 x	0	 r	 x	3.284	1	1.7	 full
2	 N	1	10	 x	1	 l	 left	2.921	1	1.7	 full
2	 N	1	11	 x	1	 l	 right	4.652	1	1.7	 full
2	 N	1	12	 R	0	 r	 x	4.162	1	 x	 half
2	 N	1	13	 x	1	 l	 left	1.831	1	6	 full
2	 N	1	14	 R	1	 l	 right	1.751	1	 x	 half
2	 N	1	15	 x	1	 l	 right	1.681	1	6	 full
2	 N	1	16	 x	1	 l	 left	3.795	1	1.7	 full
2	 N	1	17	 x	0	 r	 x	2.344	1	6	 full
2	 N	1	18	 x	1	 l	 left	3.337	1	1.7	 full
2	 N	1	19	 x	1	 l	 left	1.822	1	6	 full
2	 N	1	20	 R	1	 l	 left	2.357	1	 x	 half
2	 N	1	21	 R	1	 l	 right	1.721	1	 x	 half
2	 N	1	22	 x	1	 l	 left	2.151	1	1.7	 full
2	 N	1	23	 x	1	 l	 left	1.774	1	1.7	 full
2	 N	1	24	 x	0	 r	 x	2.168	1	6	 full
2	 N	1	25	 R	1	 l	 right	1.726	1	 x	 half
2	 N	1	26	 x	1	 l	 left	1.725	1	1.7	 full
2	 N	1	27	 L	0	 r	 x	4.232	1	 x	 half
2	 N	1	28	 x	1	 l	 right	1.761	1	1.7	 full
2	 N	1	29	 R	0	 r	 x	4.481	1	 x	 half
2	 N	1	30	 x	0	 r	 x	2.117	1	6	 full
2	 N	1	31	 x	1	 l	 left	2.226	1	1.7	 full
2	 N	1	32	 x	0	 r	 x	1.972	1	6	 full
2	 N	1	33	 x	1	 l	 left	1.547	1	6	 full
2	 N	1	34	 x	0	 r	 x	1.845	1	6	 full
2	 N	1	35	 x	0	 r	 x	1.861	1	6	 full
2	 N	1	36	 R	0	 r	 x	4.951	1	 x	 half
2	 N	1	37	 x	1	 l	 right	2.306	1	1.7	 full
2	 N	1	38	 x	0	 r	 x	1.712	1	6	 full
2	 N	1	39	 x	0	 r	 x	4.221	1	1.7	 full
2	 N	1	40	 x	1	 l	 right	1.742	1	6	 full
2	 N	1	41	 x	1	 l	 right	2.442	1	1.7	 full
2	 N	1	42	 R	0	 r	 x	4.547	1	 x	 half
2	 N	1	43	 R	1	 l	 right	1.74	1	 x	 half
2	 N	1	44	 x	1	 r	 right	4.272	0	1.7	 full
2	 N	1	45	 x	0	 r	 x	4.383	1	1.7	 full
2	 N	1	46	 R	1	 l	 right	1.621	1	 x	 half
2	 N	1	47	 L	1	 l	 left	1.591	1	 x	 half
2	 N	1	48	 x	1	 l	 left	2.031	1	1.7	 full
2	 N	1	49	 x	0	 r	 x	3.349	1	6	 full
2	 N	1	50	 R	0	 r	 x	3.632	1	 x	 half
2	 N	1	51	 x	0	 r	 x	4.366	1	1.7	 full
2	 N	1	52	 x	1	 r	 right	3.794	0	1.7	 full
2	 N	1	53	 x	0	 r	 x	4.171	1	1.7	 full
2	 N	1	54	 R	0	 r	 x	5.386	1	 x	 half
2	 N	1	55	 x	1	 l	 right	1.75	1	1.7	 full
2	 N	1	56	 x	0	 r	 x	1.862	1	6	 full
2	 N	1	57	 x	1	 l	 right	1.652	1	6	 full
2	 N	1	58	 x	1	 l	 right	1.721	1	6	 full
2	 N	1	59	 L	1	 l	 right	2.418	1	 x	 half
2	 N	1	60	 x	1	 l	 right	2.932	1	1.7	 full
2	 N	1	61	 L	0	 r	 x	3.844	1	 x	 half
2	 N	1	62	 x	0	 r	 x	1.752	1	6	 full
2	 N	1	63	 x	0	 r	 x	2.636	1	6	 full
2	 N	1	64	 x	1	 l	 left	1.641	1	6	 full
2	 N	1	65	 R	1	 l	 right	1.671	1	 x	 half
2	 N	1	66	 L	1	 l	 right	3.141	1	 x	 half
2	 N	1	67	 L	1	 l	 left	1.691	1	 x	 half
2	 N	1	68	 R	1	 l	 left	1.567	1	 x	 half
2	 N	1	69	 x	0	 r	 x	3.612	1	1.7	 full
2	 N	1	70	 x	0	 r	 x	1.811	1	6	 full
2	 N	1	71	 R	1	 l	 right	1.541	1	 x	 half
2	 N	1	72	 L	0	 r	 x	3.381	1	 x	 half
2	 N	1	73	 L	1	 l	 left	1.682	1	 x	 half
2	 N	1	74	 L	0	 r	 x	3.24	1	 x	 half
2	 N	1	75	 L	0	 r	 x	3.631	1	 x	 half
2	 N	1	76	 R	1	 l	 left	3.084	1	 x	 half
2	 N	1	77	 x	1	 l	 left	1.555	1	6	 full
2	 N	1	78	 x	0	 r	 x	1.752	1	6	 full
2	 N	1	79	 R	0	 r	 x	3.922	1	 x	 half
2	 N	1	80	 x	1	 l	 left	1.508	1	6	 full
2	 N	1	81	 L	1	 l	 left	1.569	1	 x	 half
2	 N	1	82	 L	0	 r	 x	4.382	1	 x	 half
2	 N	1	83	 R	0	 r	 x	4.492	1	 x	 half
2	 N	1	84	 x	1	 l	 right	1.769	1	1.7	 full
2	 N	1	85	 x	0	 r	 x	3.192	1	1.7	 full
2	 N	1	86	 R	0	 r	 x	4.481	1	 x	 half
2	 N	1	87	 R	1	 l	 right	1.64	1	 x	 half
2	 N	1	88	 x	0	 r	 x	3.782	1	1.7	 full
2	 N	1	89	 x	0	 r	 x	1.773	1	6	 full
2	 N	1	90	 x	1	 l	 right	1.682	1	6	 full
2	 N	1	91	 L	1	 l	 left	1.581	1	 x	 half
2	 N	1	92	 x	1	 l	 left	1.541	1	6	 full
2	 N	1	93	 R	0	 r	 x	3.312	1	 x	 half
2	 N	1	94	 x	0	 r	 x	1.862	1	6	 full
2	 N	1	95	 x	0	 r	 x	1.562	1	6	 full
2	 N	1	96	 L	1	 l	 right	2.521	1	 x	 half
2	 N	1	97	 x	1	 l	 right	2.03	1	1.7	 full
2	 N	1	98	 L	1	 l	 right	1.702	1	 x	 half
2	 N	1	99	 x	1	 l	 left	1.611	1	6	 full
2	 N	1	100	 x	1	 l	 left	1.474	1	6	 full
2	 N	1	101	 x	0	 r	 x	5.801	1	1.7	 full
2	 N	1	102	 x	0	 r	 x	3.811	1	1.7	 full
2	 N	1	103	 x	1	 l	 left	1.789	1	6	 full
2	 N	1	104	 x	1	 l	 right	1.642	1	6	 full
2	 N	1	105	 x	1	 l	 left	2.642	1	1.7	 full
2	 N	1	106	 L	0	 r	 x	3.432	1	 x	 half
2	 N	1	107	 x	1	 l	 left	1.536	1	6	 full
2	 N	1	108	 R	0	 r	 x	3.656	1	 x	 half
2	 N	1	109	 L	1	 l	 right	1.981	1	 x	 half
2	 N	1	110	 x	0	 r	 x	1.571	1	6	 full
2	 N	1	111	 x	0	 r	 x	5.328	1	1.7	 full
2	 N	1	112	 x	1	 l	 right	2.894	1	1.7	 full
2	 N	1	113	 x	0	 r	 x	1.702	1	6	 full
2	 N	1	114	 x	0	 r	 x	4.966	1	1.7	 full
2	 N	1	115	 x	0	 r	 x	5.302	1	1.7	 full
2	 N	1	116	 x	0	 r	 x	1.691	1	6	 full
2	 N	1	117	 x	0	 r	 x	2.192	1	6	 full
2	 N	1	118	 x	1	 l	 left	1.964	1	1.7	 full
2	 N	1	119	 x	1	 l	 right	1.891	1	6	 full
2	 N	1	120	 x	1	 l	 left	1.632	1	6	 full
2	 N	1	121	 x	1	 l	 right	1.7	1	1.7	 full
2	 N	1	122	 x	0	 r	 x	1.662	1	6	 full
2	 N	1	123	 x	1	 l	 right	1.702	1	6	 full
2	 N	1	124	 R	1	 l	 right	1.592	1	 x	 half
2	 N	1	125	 R	0	 r	 x	4.491	1	 x	 half
2	 N	1	126	 x	0	 r	 x	1.968	1	6	 full
2	 N	1	127	 x	1	 l	 left	1.617	1	6	 full
2	 N	1	128	 x	0	 r	 x	1.571	1	6	 full
2	 N	1	129	 x	0	 r	 x	4.871	1	1.7	 full
2	 N	1	130	 R	1	 l	 right	1.64	1	 x	 half
2	 N	1	131	 x	0	 r	 x	6.992	1	1.7	 full
2	 N	1	132	 x	1	 l	 left	1.611	1	6	 full
2	 N	1	133	 x	0	 r	 x	4.816	1	1.7	 full
2	 N	1	134	 x	1	 l	 right	1.791	1	1.7	 full
2	 N	1	135	 x	1	 l	 right	1.741	1	1.7	 full
2	 N	1	136	 x	1	 l	 left	1.601	1	1.7	 full
2	 N	1	137	 L	1	 l	 left	1.672	1	 x	 half
2	 N	1	138	 x	0	 r	 x	1.533	1	6	 full
2	 N	1	139	 R	1	 l	 left	1.769	1	 x	 half
2	 N	1	140	 x	1	 l	 right	1.512	1	6	 full
2	 N	1	141	 x	0	 r	 x	5.122	1	1.7	 full
2	 N	1	142	 R	0	 r	 x	4.361	1	 x	 half
2	 N	1	143	 x	1	 l	 right	1.623	1	6	 full
2	 N	1	144	 x	1	 l	 right	1.551	1	6	 full
2	 N	1	145	 x	0	 r	 x	7.213	1	1.7	 full
2	 N	1	146	 x	0	 r	 x	1.931	1	6	 full
2	 N	1	147	 x	1	 l	 left	1.582	1	6	 full
2	 N	1	148	 x	1	 l	 left	1.471	1	6	 full
2	 N	1	149	 x	0	 r	 x	4.601	1	1.7	 full
2	 N	1	150	 x	0	 r	 x	1.632	1	6	 full
2	 N	1	151	 L	0	 r	 x	4.721	1	 x	 half
2	 N	1	152	 x	1	 l	 right	2.091	1	6	 full
2	 N	1	153	 L	1	 l	 right	1.942	1	 x	 half
2	 N	1	154	 x	0	 r	 x	1.705	1	6	 full
2	 N	1	155	 x	0	 r	 x	6.112	1	1.7	 full
2	 N	1	156	 x	1	 l	 left	1.688	1	1.7	 full
2	 N	1	157	 x	1	 l	 right	1.626	1	1.7	 full
2	 N	1	158	 x	1	 l	 right	1.611	1	6	 full
2	 N	1	159	 x	0	 r	 x	5.21	1	1.7	 full
2	 N	1	160	 x	0	 r	 x	1.613	1	6	 full
2	 N	1	161	 L	0	 r	 x	3.202	1	 x	 half
2	 N	1	162	 x	1	 l	 left	2.112	1	1.7	 full
2	 N	1	163	 L	1	 l	 left	1.541	1	 x	 half
2	 N	1	164	 L	1	 l	 left	1.571	1	 x	 half
2	 N	1	165	 L	1	 l	 right	2.381	1	 x	 half
2	 N	1	166	 L	0	 r	 x	4.061	1	 x	 half
2	 N	1	167	 x	1	 l	 right	1.811	1	6	 full
2	 N	1	168	 x	1	 l	 left	1.519	1	6	 full
2	 N	1	169	 R	0	 r	 x	3.221	1	 x	 half
2	 N	1	170	 x	0	 r	 x	1.809	1	6	 full
2	 N	1	171	 L	0	 r	 x	4.152	1	 x	 half
2	 N	1	172	 L	1	 l	 left	1.605	1	 x	 half
2	 N	1	173	 x	0	 r	 x	4.063	1	1.7	 full
2	 N	1	174	 x	0	 r	 x	4.691	1	1.7	 full
2	 N	1	175	 x	0	 r	 x	3.951	1	1.7	 full
2	 N	1	176	 x	0	 r	 x	4.412	1	1.7	 full
2	 N	1	177	 x	0	 r	 x	5.152	1	1.7	 full
2	 N	1	178	 x	1	 l	 right	2.371	1	1.7	 full
2	 N	1	179	 x	0	 r	 x	4.33	1	1.7	 full
2	 N	1	180	 x	1	 l	 right	1.642	1	6	 full
2	 N	1	181	 x	1	 l	 left	3.551	1	1.7	 full
2	 N	1	182	 L	1	 l	 right	4.401	1	 x	 half
2	 N	1	183	 L	1	 l	 left	1.654	1	 x	 half
2	 N	1	184	 L	0	 r	 x	2.762	1	 x	 half
2	 N	1	185	 R	0	 r	 x	5.512	1	 x	 half
2	 N	1	186	 L	0	 r	 x	3.381	1	 x	 half
2	 N	1	187	 L	0	 r	 x	3.631	1	 x	 half
2	 N	1	188	 x	0	 r	 x	1.883	1	6	 full
2	 N	1	189	 x	0	 r	 x	1.591	1	6	 full
2	 N	1	190	 L	0	 r	 x	3.462	1	 x	 half
2	 N	1	191	 x	0	 r	 x	1.642	1	6	 full
2	 N	1	192	 R	1	 l	 left	3.112	1	 x	 half
2	 N	1	193	 L	1	 l	 left	1.787	1	 x	 half
2	 N	1	194	 x	0	 r	 x	6.223	1	1.7	 full
2	 N	1	195	 x	1	 l	 left	1.822	1	1.7	 full
2	 N	1	196	 x	0	 r	 x	4.751	1	1.7	 full
